open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1754581680000,3833.56000000,3834.01000000,3828.19000000,3828.27000000,1499.39390000,1754581739999,5744978.16501500,3801,297.52980000,1140195.99088900,0
1754581740000,3828.27000000,3830.39000000,3827.10000000,3828.89000000,408.13150000,1754581799999,1562681.02493400,3226,244.78700000,937319.68169400,0
1754581800000,3828.88000000,3830.33000000,3827.43000000,3828.45000000,481.38750000,1754581859999,1843103.98874500,2721,240.41930000,920539.30986600,0
1754581860000,3828.46000000,3833.25000000,3828.45000000,3833.25000000,169.31620000,1754581919999,648681.07605700,2278,94.40200000,361704.28230900,0
1754581920000,3833.25000000,3833.26000000,3831.53000000,3833.25000000,113.66190000,1754581979999,435609.89076600,1212,49.24000000,188701.26742300,0
1754581980000,3833.26000000,3836.32000000,3833.26000000,3836.31000000,85.68000000,1754582039999,328553.00230400,1574,61.04510000,234086.36822700,0
1754582040000,3836.32000000,3836.50000000,3834.85000000,3835.34000000,255.26640000,1754582099999,979193.18994200,1300,137.84110000,528777.35929200,0
1754582100000,3835.34000000,3836.70000000,3833.89000000,3836.69000000,328.03080000,1754582159999,1258201.15265000,1684,152.06440000,583272.97927400,0
1754582160000,3836.69000000,3839.45000000,3836.69000000,3838.82000000,219.48460000,1754582219999,842266.61839400,2108,160.51430000,615955.18517500,0
1754582220000,3838.81000000,3840.42000000,3837.94000000,3839.77000000,338.52840000,1754582279999,1299651.28394400,2117,203.43800000,781005.23295700,0
1754582280000,3839.76000000,3839.77000000,3837.00000000,3837.00000000,172.30370000,1754582339999,661331.25553700,1216,84.39590000,323925.29501000,0
1754582340000,3837.00000000,3838.00000000,3837.00000000,3837.01000000,203.66970000,1754582399999,781567.62775400,783,95.03030000,364654.90239000,0
1754582400000,3837.01000000,3840.24000000,3835.76000000,3836.51000000,547.82880000,1754582459999,2102698.98250300,3206,371.69560000,1426750.31990400,0
1754582460000,3836.51000000,3837.41000000,3833.25000000,3837.40000000,297.87570000,1754582519999,1142401.10949900,2243,74.13750000,284326.95931700,0
1754582520000,3837.40000000,3839.64000000,3836.00000000,3837.00000000,220.09720000,1754582579999,844741.46360400,2384,124.54740000,478028.20128100,0
1754582580000,3837.00000000,3837.00000000,3833.21000000,3835.69000000,517.04640000,1754582639999,1983216.21755700,2320,260.99990000,1001114.75888500,0
1754582640000,3835.68000000,3838.05000000,3835.68000000,3837.48000000,212.35250000,1754582699999,814789.85339600,1609,115.11800000,441670.79758200,0
1754582700000,3837.48000000,3838.12000000,3836.09000000,3837.29000000,223.68280000,1754582759999,858279.66319400,2985,140.89430000,540623.16323000,0
1754582760000,3837.30000000,3838.95000000,3836.42000000,3836.73000000,198.42850000,1754582819999,761486.30586300,1971,84.36360000,323758.80121000,0
1754582820000,3836.72000000,3840.91000000,3836.72000000,3838.00000000,245.41030000,1754582879999,942259.92690000,2409,192.71710000,739949.27708400,0
1754582880000,3838.00000000,3841.14000000,3838.00000000,3841.03000000,334.08480000,1754582939999,1282853.35180500,1910,289.50540000,1111660.30358100,0
1754582940000,3841.03000000,3843.79000000,3836.50000000,3836.50000000,788.54950000,1754582999999,3028126.98355500,4066,411.35790000,1579832.49091400,0
1754583000000,3836.49000000,3836.49000000,3826.90000000,3828.71000000,569.65700000,1754583059999,2181992.55338800,3316,99.96980000,383001.99192200,0
1754583060000,3828.72000000,3829.90000000,3827.52000000,3829.90000000,319.09270000,1754583119999,1221718.07854000,2155,102.81980000,393677.61566700,0
1754583120000,3829.91000000,3832.04000000,3829.80000000,3830.84000000,242.29240000,1754583179999,928159.06760300,1838,160.83190000,616065.17323600,0
1754583180000,3830.84000000,3833.93000000,3830.53000000,3832.72000000,374.82420000,1754583239999,1436489.95606100,2057,234.72480000,899611.84645000,0
1754583240000,3832.72000000,3835.33000000,3832.72000000,3833.63000000,231.51740000,1754583299999,887727.63567100,2375,150.37170000,576557.07153000,0
1754583300000,3833.63000000,3833.64000000,3829.30000000,3830.78000000,156.30630000,1754583359999,598764.31388400,2310,92.26510000,353411.98550200,0
1754583360000,3830.79000000,3834.55000000,3830.78000000,3833.99000000,686.30430000,1754583419999,2631006.98751500,3481,231.03940000,885542.64753600,0
1754583420000,3833.99000000,3834.00000000,3829.69000000,3829.94000000,154.14290000,1754583479999,590564.64505200,2457,63.43130000,243002.06111500,0
1754583480000,3829.94000000,3830.38000000,3826.00000000,3826.03000000,237.22100000,1754583539999,907910.97808800,2036,109.61560000,419499.32182800,0
1754583540000,3826.03000000,3828.62000000,3825.00000000,3827.26000000,316.96300000,1754583599999,1212847.39305300,3551,100.93240000,386259.56501200,0
1754583600000,3827.27000000,3829.60000000,3826.58000000,3829.60000000,236.00660000,1754583659999,903359.70567600,2248,113.76630000,435492.31920900,0
1754583660000,3829.60000000,3830.66000000,3826.17000000,3826.79000000,847.07030000,1754583719999,3243882.41880200,2737,666.69900000,2553337.42660300,0
1754583720000,3826.79000000,3827.26000000,3823.68000000,3823.85000000,593.84220000,1754583779999,2271370.68659400,2230,342.18660000,1308839.59208900,0
1754583780000,3823.85000000,3827.74000000,3823.60000000,3827.32000000,460.04100000,1754583839999,1759830.12889800,2022,401.91780000,1537443.38173200,0
1754583840000,3827.33000000,3831.89000000,3826.16000000,3831.89000000,802.84510000,1754583899999,3073005.51766300,3175,731.09610000,2798315.39375100,0
1754583900000,3831.88000000,3833.76000000,3830.49000000,3831.54000000,974.71500000,1754583959999,3735070.10538600,3205,734.01900000,2812684.80989500,0
